seed,ade_2s,ade_4s,ade_6s,fde,miss_rate,offroad,offroad_rate,wall_s
98,0.6019605930931541,1.4634416631470624,2.5882090788928567,5.951380981888365,0.7666666666666667,,,1.7
99,0.6187770904008569,1.527708787501545,2.7486035557956803,6.405720403770386,0.7866666666666666,,,1.7
100,0.6001731340235212,1.4722394126797056,2.639202469444191,6.1262828650396886,0.8,,,1.7
101,0.6157541837648213,1.497959193084951,2.670278138709735,6.181820866578499,0.8,,,1.8
102,0.626829415394534,1.5369693955358532,2.737847935814851,6.310992569749133,0.74,,,1.8
103,0.6205534304437673,1.5193988832709813,2.6971122013182725,6.221933252523997,0.7533333333333333,,,1.7
104,0.6033416379451094,1.4672651906119545,2.604167755745798,6.001268501512111,0.76,,,1.7
105,0.6187504692817343,1.5191209848367488,2.7135705284723923,6.282191563126455,0.76,,,1.7
106,0.6175363112855897,1.5193758646031752,2.7208341615591363,6.309554269843245,0.7466666666666667,,,1.7
107,0.6229031475426565,1.5316656729448648,2.719041255543027,6.25691129343703,0.7933333333333333,,,1.7
108,0.6009579306021038,1.4710063170815375,2.6279234595505554,6.07807485475319,0.7733333333333333,,,1.8
109,0.6046970519784611,1.4664679173361252,2.6051990918084895,6.010057974515195,0.7733333333333333,,,1.8
110,0.6154621535651231,1.5001789197316222,2.679241116662448,6.199520665302975,0.7866666666666666,,,2.0
111,0.6107665046652477,1.4850505910106768,2.645776536186529,6.1096159629168945,0.7666666666666667,,,1.9
112,0.614374342867547,1.498231598133742,2.6688869233880905,6.162110125844588,0.7666666666666667,,,1.9
113,0.6262231721698768,1.543453703959804,2.7551195589281723,6.373263596709198,0.7866666666666666,,,1.8
114,0.6102565621186585,1.5049300306513302,2.7108809701246477,6.323454541556841,0.78,,,1.8
115,0.6088978499839264,1.495490670092388,2.650616288017887,6.077716593741657,0.7466666666666667,,,1.9
116,0.6173626702817321,1.5202848602323005,2.7195471057673677,6.306932097737374,0.7733333333333333,,,2.0
117,0.6130051320656745,1.4886582308387428,2.653543033205021,6.145669674056749,0.7666666666666667,,,2.1
118,0.605832669615722,1.4912670169210553,2.6758940543735275,6.244160852037794,0.76,,,2.6
119,0.6086590354174113,1.5016088867634048,2.6917374517107246,6.252220292289096,0.7666666666666667,,,2.3
120,0.6006359244003266,1.4654416013566511,2.6041878584875873,5.998124193694536,0.7266666666666667,,,2.5
121,0.6125214854888302,1.5187680473558816,2.7239462605160263,6.332133441554547,0.8,,,1.9
122,0.5976598881186436,1.464524394523569,2.6041341299338328,6.017223853093289,0.7666666666666667,,,1.9
123,0.6154186825941126,1.510903241458191,2.7038454714362494,6.269891327301278,0.76,,,2.0
124,0.6002178921167812,1.4665190116151094,2.6210072335583807,6.078100153234721,0.7666666666666667,,,1.9
125,0.6057982645457888,1.4757067979693335,2.6072677982081975,5.968125733859771,0.76,,,1.9
126,0.6148407063089688,1.5057764610676365,2.6992116978235834,6.270627287350249,0.7733333333333333,,,1.9
127,0.6000156322065898,1.4739130398646685,2.6213363022425034,6.031914959748017,0.7466666666666667,,,1.9
128,0.6155252272303827,1.5166947833871474,2.712378962928452,6.293400034357355,0.78,,,2.4
129,0.612710057438746,1.5197472893198878,2.712278185724375,6.266071413230863,0.7933333333333333,,,2.2
130,0.6107029894929755,1.4882599740480555,2.6487069783917976,6.103188750020551,0.76,,,2.0
131,0.6138544676789176,1.515050280215771,2.7118274258853186,6.299856447405622,0.7466666666666667,,,1.9
132,0.611816761121029,1.5140977586809905,2.7253256753104846,6.35148468064279,0.8066666666666666,,,1.9
133,0.6175309788345826,1.511097526351521,2.68768613914004,6.195835695091616,0.82,,,1.8
134,0.6108132491058544,1.5024654980150312,2.6671823243298185,6.127948396206008,0.7666666666666667,,,1.8
135,0.607820913366235,1.487753476189406,2.664090119938524,6.184317638912489,0.7733333333333333,,,1.9
136,0.6173985135942532,1.5268211121541972,2.7128990186443245,6.23336846160699,0.78,,,1.9
