seed,ade_2s,ade_4s,ade_6s,fde,miss_rate,offroad,offroad_rate,wall_s
21,0.6003804953991977,1.4649261880437128,2.6112490116443867,6.0447483397249515,0.7933333333333333,0.0012121212121212121,0.013333333333333334,339.6
